entry,exit,period,cap,atr,regime,n,trades_per_year,excess,z,win,unit,per_trade_pct
Dragon C,bracket +2/−4 20b,holdout,2B-5B,all,all,4732,17562,-0.172,-5.0,0.578,ATR,-0.51
Dragon C,bracket +2/−4 20b,holdout,2B-5B,all,bull,4618,17139,-0.16,-4.6,0.579,ATR,-0.45
Dragon C,bracket +2/−4 20b,holdout,2B-5B,<3,all,1753,6506,-0.316,-5.3,0.549,ATR,-0.78
Dragon C,bracket +2/−4 20b,holdout,2B-5B,<3,bull,1743,6469,-0.302,-5.1,0.551,ATR,-0.74
Dragon C,bracket +2/−4 20b,holdout,2B-5B,3-5,all,2046,7593,-0.094,-1.8,0.584,ATR,-0.27
Dragon C,bracket +2/−4 20b,holdout,2B-5B,3-5,bull,1990,7386,-0.094,-1.8,0.583,ATR,-0.27
Dragon C,bracket +2/−4 20b,holdout,2B-5B,5-8,all,701,2602,-0.141,-1.7,0.608,ATR,-1.01
Dragon C,bracket +2/−4 20b,holdout,2B-5B,5-8,bull,663,2461,-0.092,-1.1,0.615,ATR,-0.72
Dragon C,bracket +2/−4 20b,holdout,>5B,all,all,8245,30600,-0.026,-1.0,0.611,ATR,-0.06
Dragon C,bracket +2/−4 20b,holdout,>5B,all,bull,8003,29702,-0.019,-0.7,0.612,ATR,-0.03
Dragon C,bracket +2/−4 20b,holdout,>5B,all,bear,242,898,-0.266,-1.6,0.591,ATR,-0.83
Dragon C,bracket +2/−4 20b,holdout,>5B,<3,all,4726,17540,-0.053,-1.5,0.605,ATR,-0.14
Dragon C,bracket +2/−4 20b,holdout,>5B,<3,bull,4650,17258,-0.044,-1.2,0.606,ATR,-0.12
Dragon C,bracket +2/−4 20b,holdout,>5B,3-5,all,2693,9995,0.01,0.2,0.613,ATR,0.08
Dragon C,bracket +2/−4 20b,holdout,>5B,3-5,bull,2576,9560,0.013,0.3,0.613,ATR,0.09
Dragon C,bracket +2/−4 20b,holdout,>5B,5-8,all,705,2616,0.071,0.9,0.654,ATR,0.38
Dragon C,bracket +2/−4 20b,holdout,>5B,5-8,bull,661,2453,0.081,1.0,0.654,ATR,0.45
Dragon C,bracket +3/−4 20b,in-sample,all,all,all,30962,42660,-0.053,-3.6,0.561,ATR,-0.22
Dragon C,bracket +3/−4 20b,in-sample,all,all,bull,27321,37643,-0.096,-6.1,0.562,ATR,-0.37
Dragon C,bracket +3/−4 20b,in-sample,all,all,bear,3641,5017,0.266,6.3,0.558,ATR,0.89
Dragon C,bracket +3/−4 20b,in-sample,all,<3,all,15728,21670,-0.029,-1.4,0.556,ATR,-0.0
Dragon C,bracket +3/−4 20b,in-sample,all,<3,bull,14455,19916,-0.072,-3.3,0.557,ATR,-0.11
Dragon C,bracket +3/−4 20b,in-sample,all,<3,bear,1273,1754,0.464,6.3,0.546,ATR,1.19
Dragon C,bracket +3/−4 20b,in-sample,all,3-5,all,10740,14798,-0.051,-2.1,0.58,ATR,-0.2
Dragon C,bracket +3/−4 20b,in-sample,all,3-5,bull,9335,12862,-0.091,-3.5,0.58,ATR,-0.34
Dragon C,bracket +3/−4 20b,in-sample,all,3-5,bear,1405,1936,0.214,3.1,0.578,ATR,0.71
Dragon C,bracket +3/−4 20b,in-sample,all,5-8,all,3716,5120,-0.132,-3.2,0.542,ATR,-0.83
Dragon C,bracket +3/−4 20b,in-sample,all,5-8,bull,2929,4036,-0.167,-3.5,0.546,ATR,-1.02
Dragon C,bracket +3/−4 20b,in-sample,all,5-8,bear,787,1084,-0.002,-0.0,0.527,ATR,-0.13
Dragon C,bracket +3/−4 20b,in-sample,500M-2B,all,all,3277,4515,-0.194,-4.3,0.533,ATR,-0.64
Dragon C,bracket +3/−4 20b,in-sample,500M-2B,all,bull,2908,4007,-0.217,-4.5,0.535,ATR,-0.73
Dragon C,bracket +3/−4 20b,in-sample,500M-2B,all,bear,369,508,-0.012,-0.1,0.515,ATR,0.05
Dragon C,bracket +3/−4 20b,in-sample,500M-2B,<3,all,1102,1518,-0.293,-3.6,0.503,ATR,-0.64
Dragon C,bracket +3/−4 20b,in-sample,500M-2B,<3,bull,1031,1421,-0.289,-3.4,0.51,ATR,-0.62
Dragon C,bracket +3/−4 20b,in-sample,500M-2B,3-5,all,1342,1849,-0.208,-3.0,0.544,ATR,-0.8
Dragon C,bracket +3/−4 20b,in-sample,500M-2B,3-5,bull,1203,1657,-0.224,-3.1,0.544,ATR,-0.84
Dragon C,bracket +3/−4 20b,in-sample,500M-2B,5-8,all,677,933,0.004,0.0,0.564,ATR,-0.01
Dragon C,bracket +3/−4 20b,in-sample,500M-2B,5-8,bull,553,762,-0.049,-0.5,0.564,ATR,-0.29
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,all,all,8980,12373,-0.146,-5.3,0.546,ATR,-0.5
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,all,bull,7958,10965,-0.174,-6.0,0.55,ATR,-0.59
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,all,bear,1022,1408,0.078,1.0,0.52,ATR,0.23
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,<3,all,3495,4815,-0.205,-4.5,0.526,ATR,-0.37
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,<3,bull,3248,4475,-0.235,-5.0,0.529,ATR,-0.45
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,<3,bear,247,340,0.192,1.1,0.49,ATR,0.56
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,3-5,all,3716,5120,-0.11,-2.6,0.569,ATR,-0.42
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,3-5,bull,3283,4523,-0.134,-3.0,0.574,ATR,-0.5
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,3-5,bear,433,597,0.071,0.6,0.538,ATR,0.15
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,5-8,all,1460,2012,-0.062,-0.9,0.553,ATR,-0.41
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,5-8,bull,1175,1619,-0.076,-1.0,0.563,ATR,-0.49
Dragon C,bracket +3/−4 20b,in-sample,2B-5B,5-8,bear,285,393,-0.002,-0.0,0.512,ATR,-0.1
Dragon C,bracket +3/−4 20b,in-sample,>5B,all,all,18660,25710,0.015,0.8,0.573,ATR,-0.02
Dragon C,bracket +3/−4 20b,in-sample,>5B,all,bull,16414,22615,-0.038,-1.9,0.572,ATR,-0.2
Dragon C,bracket +3/−4 20b,in-sample,>5B,all,bear,2246,3095,0.401,7.6,0.584,ATR,1.35
Dragon C,bracket +3/−4 20b,in-sample,>5B,<3,all,11101,15295,0.05,2.0,0.571,ATR,0.17
Dragon C,bracket +3/−4 20b,in-sample,>5B,<3,bull,10147,13981,-0.001,-0.1,0.571,ATR,0.04
Dragon C,bracket +3/−4 20b,in-sample,>5B,<3,bear,954,1314,0.598,7.2,0.572,ATR,1.51
Dragon C,bracket +3/−4 20b,in-sample,>5B,3-5,all,5676,7820,0.026,0.8,0.596,ATR,0.09
Dragon C,bracket +3/−4 20b,in-sample,>5B,3-5,bull,4846,6677,-0.028,-0.8,0.594,ATR,-0.11
Dragon C,bracket +3/−4 20b,in-sample,>5B,3-5,bear,830,1144,0.343,3.9,0.606,ATR,1.24
Dragon C,bracket +3/−4 20b,in-sample,>5B,5-8,all,1576,2171,-0.25,-3.9,0.522,ATR,-1.54
Dragon C,bracket +3/−4 20b,in-sample,>5B,5-8,bull,1198,1651,-0.304,-4.1,0.521,ATR,-1.84
Dragon C,bracket +3/−4 20b,in-sample,>5B,5-8,bear,378,521,-0.08,-0.7,0.526,ATR,-0.6
Dragon C,bracket +3/−4 20b,holdout,all,all,all,14941,55451,-0.153,-7.0,0.523,ATR,-0.41
Dragon C,bracket +3/−4 20b,holdout,all,all,bull,14539,53959,-0.143,-6.4,0.524,ATR,-0.37
Dragon C,bracket +3/−4 20b,holdout,all,all,bear,402,1492,-0.535,-3.9,0.49,ATR,-1.79
Dragon C,bracket +3/−4 20b,holdout,all,<3,all,7079,26273,-0.253,-7.8,0.504,ATR,-0.63
Dragon C,bracket +3/−4 20b,holdout,all,<3,bull,6987,25931,-0.236,-7.2,0.506,ATR,-0.59
Dragon C,bracket +3/−4 20b,holdout,all,3-5,all,5549,20594,-0.075,-2.1,0.53,ATR,-0.17
Dragon C,bracket +3/−4 20b,holdout,all,3-5,bull,5361,19896,-0.074,-2.1,0.529,ATR,-0.16
Dragon C,bracket +3/−4 20b,holdout,all,3-5,bear,188,698,-0.125,-0.6,0.548,ATR,-0.4
Dragon C,bracket +3/−4 20b,holdout,all,5-8,all,1833,6803,-0.034,-0.6,0.575,ATR,-0.31
Dragon C,bracket +3/−4 20b,holdout,all,5-8,bull,1731,6424,-0.013,-0.2,0.577,ATR,-0.19
Dragon C,bracket +3/−4 20b,holdout,500M-2B,all,all,1943,7211,-0.281,-4.7,0.497,ATR,-0.86
Dragon C,bracket +3/−4 20b,holdout,500M-2B,all,bull,1897,7040,-0.298,-4.9,0.493,ATR,-0.93
Dragon C,bracket +3/−4 20b,holdout,500M-2B,<3,all,585,2171,-0.543,-4.8,0.443,ATR,-1.3
Dragon C,bracket +3/−4 20b,holdout,500M-2B,<3,bull,579,2149,-0.55,-4.9,0.44,ATR,-1.32
Dragon C,bracket +3/−4 20b,holdout,500M-2B,3-5,all,810,3006,-0.221,-2.4,0.499,ATR,-0.68
Dragon C,bracket +3/−4 20b,holdout,500M-2B,3-5,bull,795,2951,-0.232,-2.5,0.496,ATR,-0.71
Dragon C,bracket +3/−4 20b,holdout,500M-2B,5-8,all,427,1585,-0.111,-0.9,0.564,ATR,-0.86
Dragon C,bracket +3/−4 20b,holdout,500M-2B,5-8,bull,407,1511,-0.143,-1.1,0.56,ATR,-1.06
Dragon C,bracket +3/−4 20b,holdout,2B-5B,all,all,4732,17562,-0.255,-6.6,0.503,ATR,-0.73
Dragon C,bracket +3/−4 20b,holdout,2B-5B,all,bull,4618,17139,-0.238,-6.1,0.505,ATR,-0.63
Dragon C,bracket +3/−4 20b,holdout,2B-5B,<3,all,1753,6506,-0.495,-7.5,0.458,ATR,-1.21
Dragon C,bracket +3/−4 20b,holdout,2B-5B,<3,bull,1743,6469,-0.48,-7.3,0.46,ATR,-1.17
Dragon C,bracket +3/−4 20b,holdout,2B-5B,3-5,all,2046,7593,-0.125,-2.2,0.516,ATR,-0.37
Dragon C,bracket +3/−4 20b,holdout,2B-5B,3-5,bull,1990,7386,-0.118,-2.0,0.517,ATR,-0.34
Dragon C,bracket +3/−4 20b,holdout,2B-5B,5-8,all,701,2602,-0.175,-1.8,0.553,ATR,-1.17
Dragon C,bracket +3/−4 20b,holdout,2B-5B,5-8,bull,663,2461,-0.107,-1.1,0.561,ATR,-0.77
Dragon C,bracket +3/−4 20b,holdout,>5B,all,all,8245,30600,-0.064,-2.2,0.541,ATR,-0.12
Dragon C,bracket +3/−4 20b,holdout,>5B,all,bull,8003,29702,-0.051,-1.7,0.542,ATR,-0.09
Dragon C,bracket +3/−4 20b,holdout,>5B,all,bear,242,898,-0.509,-2.8,0.483,ATR,-1.24
Dragon C,bracket +3/−4 20b,holdout,>5B,<3,all,4726,17540,-0.127,-3.2,0.528,ATR,-0.32
Dragon C,bracket +3/−4 20b,holdout,>5B,<3,bull,4650,17258,-0.105,-2.6,0.532,ATR,-0.28
Dragon C,bracket +3/−4 20b,holdout,>5B,3-5,all,2693,9995,0.006,0.1,0.55,ATR,0.13
Dragon C,bracket +3/−4 20b,holdout,>5B,3-5,bull,2576,9560,0.009,0.2,0.55,ATR,0.14
Dragon C,bracket +3/−4 20b,holdout,>5B,5-8,all,705,2616,0.153,1.6,0.603,ATR,0.88
Dragon C,bracket +3/−4 20b,holdout,>5B,5-8,bull,661,2453,0.161,1.6,0.604,ATR,0.94
Dragon C,scalp +0.5/−3 10b,in-sample,all,all,all,30962,42660,-0.037,-5.9,0.807,ATR,-0.21
Dragon C,scalp +0.5/−3 10b,in-sample,all,all,bull,27321,37643,-0.053,-8.0,0.805,ATR,-0.27
Dragon C,scalp +0.5/−3 10b,in-sample,all,all,bear,3641,5017,0.086,4.7,0.818,ATR,0.2
Dragon C,scalp +0.5/−3 10b,in-sample,all,<3,all,15728,21670,0.008,0.9,0.824,ATR,0.03
Dragon C,scalp +0.5/−3 10b,in-sample,all,<3,bull,14455,19916,-0.012,-1.3,0.821,ATR,-0.02
Dragon C,scalp +0.5/−3 10b,in-sample,all,<3,bear,1273,1754,0.229,7.6,0.852,ATR,0.57
Dragon C,scalp +0.5/−3 10b,in-sample,all,3-5,all,10740,14798,-0.065,-6.1,0.799,ATR,-0.27
Dragon C,scalp +0.5/−3 10b,in-sample,all,3-5,bull,9335,12862,-0.079,-6.9,0.797,ATR,-0.32
Dragon C,scalp +0.5/−3 10b,in-sample,all,3-5,bear,1405,1936,0.026,0.8,0.811,ATR,0.08
Dragon C,scalp +0.5/−3 10b,in-sample,all,5-8,all,3716,5120,-0.119,-6.2,0.77,ATR,-0.75
Dragon C,scalp +0.5/−3 10b,in-sample,all,5-8,bull,2929,4036,-0.145,-6.6,0.769,ATR,-0.9
Dragon C,scalp +0.5/−3 10b,in-sample,all,5-8,bear,787,1084,-0.025,-0.6,0.774,ATR,-0.18
Dragon C,scalp +0.5/−3 10b,in-sample,500M-2B,all,all,3277,4515,-0.085,-4.3,0.794,ATR,-0.39
Dragon C,scalp +0.5/−3 10b,in-sample,500M-2B,all,bull,2908,4007,-0.088,-4.2,0.796,ATR,-0.4
Dragon C,scalp +0.5/−3 10b,in-sample,500M-2B,all,bear,369,508,-0.065,-1.0,0.772,ATR,-0.31
Dragon C,scalp +0.5/−3 10b,in-sample,500M-2B,<3,all,1102,1518,-0.035,-1.0,0.816,ATR,-0.1
Dragon C,scalp +0.5/−3 10b,in-sample,500M-2B,<3,bull,1031,1421,-0.025,-0.7,0.822,ATR,-0.08
Dragon C,scalp +0.5/−3 10b,in-sample,500M-2B,3-5,all,1342,1849,-0.121,-3.9,0.78,ATR,-0.46
Dragon C,scalp +0.5/−3 10b,in-sample,500M-2B,3-5,bull,1203,1657,-0.136,-4.1,0.777,ATR,-0.52
Dragon C,scalp +0.5/−3 10b,in-sample,500M-2B,5-8,all,677,933,-0.068,-1.5,0.793,ATR,-0.45
Dragon C,scalp +0.5/−3 10b,in-sample,500M-2B,5-8,bull,553,762,-0.074,-1.5,0.799,ATR,-0.5
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,all,all,8980,12373,-0.035,-3.0,0.807,ATR,-0.21
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,all,bull,7958,10965,-0.046,-3.8,0.807,ATR,-0.26
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,all,bear,1022,1408,0.055,1.5,0.811,ATR,0.13
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,<3,all,3495,4815,0.0,0.0,0.821,ATR,0.02
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,<3,bull,3248,4475,-0.016,-0.8,0.819,ATR,-0.02
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,<3,bear,247,340,0.206,2.9,0.846,ATR,0.56
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,3-5,all,3716,5120,-0.033,-1.9,0.814,ATR,-0.16
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,3-5,bull,3283,4523,-0.036,-1.9,0.815,ATR,-0.17
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,3-5,bear,433,597,-0.01,-0.2,0.804,ATR,-0.07
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,5-8,all,1460,2012,-0.101,-3.4,0.771,ATR,-0.63
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,5-8,bull,1175,1619,-0.134,-4.0,0.766,ATR,-0.83
Dragon C,scalp +0.5/−3 10b,in-sample,2B-5B,5-8,bear,285,393,0.035,0.6,0.789,ATR,0.16
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,all,all,18660,25710,-0.03,-3.7,0.809,ATR,-0.17
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,all,bull,16414,22615,-0.051,-5.9,0.806,ATR,-0.24
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,all,bear,2246,3095,0.127,5.6,0.83,ATR,0.33
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,<3,all,11101,15295,0.014,1.4,0.825,ATR,0.04
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,<3,bull,10147,13981,-0.01,-0.9,0.821,ATR,-0.02
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,<3,bear,954,1314,0.264,8.0,0.863,ATR,0.64
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,3-5,all,5676,7820,-0.071,-4.8,0.795,ATR,-0.29
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,3-5,bull,4846,6677,-0.093,-5.8,0.791,ATR,-0.37
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,3-5,bear,830,1144,0.055,1.4,0.817,ATR,0.19
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,5-8,all,1576,2171,-0.158,-5.3,0.759,ATR,-0.98
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,5-8,bull,1198,1651,-0.188,-5.4,0.757,ATR,-1.15
Dragon C,scalp +0.5/−3 10b,in-sample,>5B,5-8,bear,378,521,-0.066,-1.1,0.765,ATR,-0.43
Dragon C,scalp +0.5/−3 10b,holdout,all,all,all,14941,55451,0.008,0.9,0.824,ATR,-0.01
Dragon C,scalp +0.5/−3 10b,holdout,all,all,bull,14539,53959,0.009,1.0,0.824,ATR,0.0
Dragon C,scalp +0.5/−3 10b,holdout,all,all,bear,402,1492,-0.051,-0.9,0.818,ATR,-0.34
Dragon C,scalp +0.5/−3 10b,holdout,all,<3,all,7079,26273,0.027,2.1,0.837,ATR,0.05
Dragon C,scalp +0.5/−3 10b,holdout,all,<3,bull,6987,25931,0.029,2.3,0.838,ATR,0.05
Dragon C,scalp +0.5/−3 10b,holdout,all,3-5,all,5549,20594,-0.001,-0.1,0.813,ATR,0.0
Dragon C,scalp +0.5/−3 10b,holdout,all,3-5,bull,5361,19896,-0.003,-0.2,0.811,ATR,0.0
Dragon C,scalp +0.5/−3 10b,holdout,all,3-5,bear,188,698,0.043,0.5,0.846,ATR,0.11
Dragon C,scalp +0.5/−3 10b,holdout,all,5-8,all,1833,6803,-0.043,-1.7,0.807,ATR,-0.33
Dragon C,scalp +0.5/−3 10b,holdout,all,5-8,bull,1731,6424,-0.037,-1.4,0.809,ATR,-0.29
Dragon C,scalp +0.5/−3 10b,holdout,500M-2B,all,all,1943,7211,-0.038,-1.5,0.807,ATR,-0.18
Dragon C,scalp +0.5/−3 10b,holdout,500M-2B,all,bull,1897,7040,-0.037,-1.5,0.807,ATR,-0.17
Dragon C,scalp +0.5/−3 10b,holdout,500M-2B,<3,all,585,2171,-0.118,-2.4,0.783,ATR,-0.28
Dragon C,scalp +0.5/−3 10b,holdout,500M-2B,<3,bull,579,2149,-0.118,-2.4,0.782,ATR,-0.28
Dragon C,scalp +0.5/−3 10b,holdout,500M-2B,3-5,all,810,3006,0.051,1.4,0.841,ATR,0.22
Dragon C,scalp +0.5/−3 10b,holdout,500M-2B,3-5,bull,795,2951,0.048,1.3,0.839,ATR,0.21
Dragon C,scalp +0.5/−3 10b,holdout,500M-2B,5-8,all,427,1585,-0.071,-1.3,0.785,ATR,-0.54
Dragon C,scalp +0.5/−3 10b,holdout,500M-2B,5-8,bull,407,1511,-0.064,-1.2,0.786,ATR,-0.47
Dragon C,scalp +0.5/−3 10b,holdout,2B-5B,all,all,4732,17562,0.004,0.3,0.822,ATR,0.0
Dragon C,scalp +0.5/−3 10b,holdout,2B-5B,all,bull,4618,17139,0.008,0.5,0.822,ATR,0.02
Dragon C,scalp +0.5/−3 10b,holdout,2B-5B,<3,all,1753,6506,0.026,1.0,0.839,ATR,0.07
Dragon C,scalp +0.5/−3 10b,holdout,2B-5B,<3,bull,1743,6469,0.03,1.2,0.839,ATR,0.08
Dragon C,scalp +0.5/−3 10b,holdout,2B-5B,3-5,all,2046,7593,-0.009,-0.4,0.808,ATR,-0.03
Dragon C,scalp +0.5/−3 10b,holdout,2B-5B,3-5,bull,1990,7386,-0.008,-0.3,0.808,ATR,-0.02
Dragon C,scalp +0.5/−3 10b,holdout,2B-5B,5-8,all,701,2602,-0.032,-0.8,0.81,ATR,-0.29
Dragon C,scalp +0.5/−3 10b,holdout,2B-5B,5-8,bull,663,2461,-0.023,-0.6,0.813,ATR,-0.25
Dragon C,scalp +0.5/−3 10b,holdout,>5B,all,all,8245,30600,0.019,1.7,0.829,ATR,0.02
Dragon C,scalp +0.5/−3 10b,holdout,>5B,all,bull,8003,29702,0.02,1.7,0.829,ATR,0.02
Dragon C,scalp +0.5/−3 10b,holdout,>5B,all,bear,242,898,0.002,0.0,0.835,ATR,-0.03
Dragon C,scalp +0.5/−3 10b,holdout,>5B,<3,all,4726,17540,0.044,2.9,0.843,ATR,0.08
Dragon C,scalp +0.5/−3 10b,holdout,>5B,<3,bull,4650,17258,0.046,3.0,0.844,ATR,0.08
Dragon C,scalp +0.5/−3 10b,holdout,>5B,3-5,all,2693,9995,-0.011,-0.5,0.808,ATR,-0.04
Dragon C,scalp +0.5/−3 10b,holdout,>5B,3-5,bull,2576,9560,-0.014,-0.7,0.806,ATR,-0.05
Dragon C,scalp +0.5/−3 10b,holdout,>5B,5-8,all,705,2616,-0.036,-0.9,0.818,ATR,-0.25
Dragon C,scalp +0.5/−3 10b,holdout,>5B,5-8,bull,661,2453,-0.035,-0.8,0.818,ATR,-0.23
Dragon C,close 10 bars,in-sample,all,all,all,30962,42660,-0.266,-4.5,0.515,%,-0.27
Dragon C,close 10 bars,in-sample,all,all,bull,27321,37643,-0.295,-4.7,0.515,%,-0.3
Dragon C,close 10 bars,in-sample,all,all,bear,3641,5017,-0.048,-0.3,0.515,%,-0.05
Dragon C,close 10 bars,in-sample,all,<3,all,15728,21670,-0.088,-2.0,0.518,%,-0.09
Dragon C,close 10 bars,in-sample,all,<3,bull,14455,19916,-0.161,-3.6,0.518,%,-0.16
Dragon C,close 10 bars,in-sample,all,<3,bear,1273,1754,0.731,4.3,0.524,%,0.73
Dragon C,close 10 bars,in-sample,all,3-5,all,10740,14798,-0.071,-0.8,0.523,%,-0.07
Dragon C,close 10 bars,in-sample,all,3-5,bull,9335,12862,-0.161,-1.8,0.523,%,-0.16
Dragon C,close 10 bars,in-sample,all,3-5,bear,1405,1936,0.529,2.0,0.527,%,0.53
Dragon C,close 10 bars,in-sample,all,5-8,all,3716,5120,0.124,0.5,0.493,%,0.12
Dragon C,close 10 bars,in-sample,all,5-8,bull,2929,4036,0.375,1.2,0.5,%,0.38
Dragon C,close 10 bars,in-sample,all,5-8,bear,787,1084,-0.811,-1.8,0.468,%,-0.81
Dragon C,close 10 bars,in-sample,500M-2B,all,all,3277,4515,-0.939,-4.5,0.487,%,-0.94
Dragon C,close 10 bars,in-sample,500M-2B,all,bull,2908,4007,-0.921,-4.2,0.49,%,-0.92
Dragon C,close 10 bars,in-sample,500M-2B,all,bear,369,508,-1.078,-1.6,0.461,%,-1.08
Dragon C,close 10 bars,in-sample,500M-2B,<3,all,1102,1518,-0.337,-1.8,0.476,%,-0.34
Dragon C,close 10 bars,in-sample,500M-2B,<3,bull,1031,1421,-0.317,-1.7,0.485,%,-0.32
Dragon C,close 10 bars,in-sample,500M-2B,3-5,all,1342,1849,-1.003,-4.2,0.484,%,-1.0
Dragon C,close 10 bars,in-sample,500M-2B,3-5,bull,1203,1657,-1.154,-4.7,0.482,%,-1.15
Dragon C,close 10 bars,in-sample,500M-2B,5-8,all,677,933,0.649,1.1,0.529,%,0.65
Dragon C,close 10 bars,in-sample,500M-2B,5-8,bull,553,762,0.872,1.3,0.537,%,0.87
Dragon C,close 10 bars,in-sample,2B-5B,all,all,8980,12373,-0.449,-3.8,0.501,%,-0.45
Dragon C,close 10 bars,in-sample,2B-5B,all,bull,7958,10965,-0.451,-3.6,0.501,%,-0.45
Dragon C,close 10 bars,in-sample,2B-5B,all,bear,1022,1408,-0.426,-1.1,0.498,%,-0.43
Dragon C,close 10 bars,in-sample,2B-5B,<3,all,3495,4815,-0.332,-3.3,0.497,%,-0.33
Dragon C,close 10 bars,in-sample,2B-5B,<3,bull,3248,4475,-0.389,-3.8,0.497,%,-0.39
Dragon C,close 10 bars,in-sample,2B-5B,<3,bear,247,340,0.425,1.0,0.502,%,0.42
Dragon C,close 10 bars,in-sample,2B-5B,3-5,all,3716,5120,-0.186,-1.3,0.515,%,-0.19
Dragon C,close 10 bars,in-sample,2B-5B,3-5,bull,3283,4523,-0.235,-1.5,0.514,%,-0.23
Dragon C,close 10 bars,in-sample,2B-5B,3-5,bear,433,597,0.179,0.3,0.524,%,0.18
Dragon C,close 10 bars,in-sample,2B-5B,5-8,all,1460,2012,0.445,1.0,0.492,%,0.45
Dragon C,close 10 bars,in-sample,2B-5B,5-8,bull,1175,1619,0.621,1.2,0.5,%,0.62
Dragon C,close 10 bars,in-sample,2B-5B,5-8,bear,285,393,-0.278,-0.4,0.46,%,-0.28
Dragon C,close 10 bars,in-sample,>5B,all,all,18660,25710,-0.054,-0.7,0.526,%,-0.05
Dragon C,close 10 bars,in-sample,>5B,all,bull,16414,22615,-0.102,-1.3,0.526,%,-0.1
Dragon C,close 10 bars,in-sample,>5B,all,bear,2246,3095,0.301,1.4,0.533,%,0.3
Dragon C,close 10 bars,in-sample,>5B,<3,all,11101,15295,0.01,0.2,0.529,%,0.01
Dragon C,close 10 bars,in-sample,>5B,<3,bull,10147,13981,-0.075,-1.5,0.527,%,-0.07
Dragon C,close 10 bars,in-sample,>5B,<3,bear,954,1314,0.914,4.8,0.543,%,0.91
Dragon C,close 10 bars,in-sample,>5B,3-5,all,5676,7820,0.233,2.0,0.539,%,0.23
Dragon C,close 10 bars,in-sample,>5B,3-5,bull,4846,6677,0.141,1.1,0.539,%,0.14
Dragon C,close 10 bars,in-sample,>5B,3-5,bear,830,1144,0.77,2.4,0.536,%,0.77
Dragon C,close 10 bars,in-sample,>5B,5-8,all,1576,2171,-0.39,-1.0,0.48,%,-0.39
Dragon C,close 10 bars,in-sample,>5B,5-8,bull,1198,1651,-0.082,-0.2,0.484,%,-0.08
Dragon C,close 10 bars,in-sample,>5B,5-8,bear,378,521,-1.366,-2.2,0.466,%,-1.37
Dragon C,close 10 bars,holdout,all,all,all,14941,55451,-0.249,-2.7,0.505,%,-0.25
Dragon C,close 10 bars,holdout,all,all,bull,14539,53959,-0.224,-2.4,0.505,%,-0.22
Dragon C,close 10 bars,holdout,all,all,bear,402,1492,-1.141,-1.8,0.502,%,-1.14
Dragon C,close 10 bars,holdout,all,<3,all,7079,26273,-0.266,-4.0,0.501,%,-0.27
Dragon C,close 10 bars,holdout,all,<3,bull,6987,25931,-0.24,-3.6,0.503,%,-0.24
Dragon C,close 10 bars,holdout,all,3-5,all,5549,20594,-0.274,-2.2,0.506,%,-0.27
Dragon C,close 10 bars,holdout,all,3-5,bull,5361,19896,-0.283,-2.2,0.505,%,-0.28
Dragon C,close 10 bars,holdout,all,3-5,bear,188,698,-0.036,-0.1,0.537,%,-0.04
Dragon C,close 10 bars,holdout,all,5-8,all,1833,6803,-0.092,-0.2,0.517,%,-0.09
Dragon C,close 10 bars,holdout,all,5-8,bull,1731,6424,0.028,0.1,0.515,%,0.03
Dragon C,close 10 bars,holdout,500M-2B,all,all,1943,7211,-0.993,-3.3,0.47,%,-0.99
Dragon C,close 10 bars,holdout,500M-2B,all,bull,1897,7040,-1.046,-3.5,0.469,%,-1.05
